Nome da rua;Freguesia
Travessa da Fonte da Cale;TORTOSENDO
Travessa da Rua Direita;TORTOSENDO
Travessa da Rua da Fonte;TORTOSENDO
Travessa da Rua dos Loureiros;TORTOSENDO
Travessa da Senhora do Rosário;TORTOSENDO
Travessa das Fábricas;TORTOSENDO
Travessa de São José Operário;TORTOSENDO
Travessa de São Tiago;TORTOSENDO
Travessa do Campo;TORTOSENDO
Travessa do Carvalhal;TORTOSENDO
Travessa do Duque;TORTOSENDO
Travessa do Passadiço;TORTOSENDO
Travessa do Ribeirinho;TORTOSENDO
Travessa do Terroeiro;TORTOSENDO
Travessa dos Escabelados;TORTOSENDO
Urbanização Cruz dos Pinhais;TORTOSENDO
Urbanização Quinta da Clarabóia;TORTOSENDO
Urbanização Sítio da Pousada;TORTOSENDO
Avenida 1º de Maio;UNHAIS DA SERRA
Avenida Nossa Senhora da Saúde;UNHAIS DA SERRA
Avenida da Cidade da Covilhã;UNHAIS DA SERRA
Avenida da Lomba;UNHAIS DA SERRA
Avenida das Termas;UNHAIS DA SERRA
Bairro Cabeço da Ponte;UNHAIS DA SERRA
Bairro Novo de São José;UNHAIS DA SERRA
Bairro São José;UNHAIS DA SERRA
Bairro da Assomada;UNHAIS DA SERRA
Bairro da Bouxinha;UNHAIS DA SERRA
Bairro da Pedreira;UNHAIS DA SERRA
Bairro da Risca;UNHAIS DA SERRA
Bairro da Terra Senhora;UNHAIS DA SERRA
Bairro dos Barreiros;UNHAIS DA SERRA
Caminho das Courelinhas;UNHAIS DA SERRA
Canto Bernardino da Fonseca;UNHAIS DA SERRA
Escadaria do Forno;UNHAIS DA SERRA
Estrada Nacional 230;UNHAIS DA SERRA
Largo 11 de Julho;UNHAIS DA SERRA
Largo Padre Hermínio F Martins;UNHAIS DA SERRA
Largo Silvestre Gaudêncio;UNHAIS DA SERRA
Largo da Capela;UNHAIS DA SERRA
Parque Industrial Campo Torgas;UNHAIS DA SERRA
Quinta da Vargem;UNHAIS DA SERRA
Rua 25 de Abril;UNHAIS DA SERRA
Rua Amoreira;UNHAIS DA SERRA
Rua Caminho Velho;UNHAIS DA SERRA
Rua Comendador António Gil;UNHAIS DA SERRA
Rua Conde Covilhã;UNHAIS DA SERRA
Rua Doutor Amândio M Leitão;UNHAIS DA SERRA
Rua Fernando J G Braga;UNHAIS DA SERRA
Rua Fonte;UNHAIS DA SERRA
Rua Junta de Freguesia;UNHAIS DA SERRA
Rua Levada;UNHAIS DA SERRA
Rua Nova do Casal;UNHAIS DA SERRA
Rua Nova do Pesinho;UNHAIS DA SERRA
Rua Padre Alfredo Santos Marques;UNHAIS DA SERRA
Rua Pesinho;UNHAIS DA SERRA
Rua Porto à Eira;UNHAIS DA SERRA
Rua Quelha;UNHAIS DA SERRA
Rua Ribeiro;UNHAIS DA SERRA
Rua Santo Aleixo;UNHAIS DA SERRA
Rua Via Bardinhos;UNHAIS DA SERRA
Rua Via Barreiro;UNHAIS DA SERRA
Rua Via Estrela;UNHAIS DA SERRA
Rua Via Paraíso 1;UNHAIS DA SERRA
Rua Via Paraíso 2;UNHAIS DA SERRA
Rua da Arxada;UNHAIS DA SERRA
Rua da Barroca;UNHAIS DA SERRA
Rua da Bela Vista;UNHAIS DA SERRA
Rua das Moutas;UNHAIS DA SERRA
Rua do Pisão;UNHAIS DA SERRA
Rua do Sindicato;UNHAIS DA SERRA
Rua dos Moinhos;UNHAIS DA SERRA
Travessa 1;UNHAIS DA SERRA
Travessa 2;UNHAIS DA SERRA
Travessa 3;UNHAIS DA SERRA
Travessa 4;UNHAIS DA SERRA
Travessa Tio João Lopes;UNHAIS DA SERRA
Via Romana;UNHAIS DA SERRA
1ª Travessa à Rua do Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
2ª Travessa à Rua do Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
Caminho Municipal 1021;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Municipal;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Municipal 503;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Nacional 18;VALE FORMOSO E ALDEIA DO SOUTO
Estrada Nacional 232;VALE FORMOSO E ALDEIA DO SOUTO
Estrada do Terlamonte;VALE FORMOSO E ALDEIA DO SOUTO
Largo Doutor Joaquim Pereira Macedo;VALE FORMOSO E ALDEIA DO SOUTO
Largo Espírito Santo;VALE FORMOSO E ALDEIA DO SOUTO
Largo Igreja;VALE FORMOSO E ALDEIA DO SOUTO
Largo da Escola;VALE FORMOSO E ALDEIA DO SOUTO
Largo da Praça;VALE FORMOSO E ALDEIA DO SOUTO
Largo do Rossio;VALE FORMOSO E ALDEIA DO SOUTO
Quinta Monte Negro;VALE FORMOSO E ALDEIA DO SOUTO
Rua 1º de Dezembro;VALE FORMOSO E ALDEIA DO SOUTO
Rua Amoreira;VALE FORMOSO E ALDEIA DO SOUTO
Rua Bica;VALE FORMOSO E ALDEIA DO SOUTO
Rua Cabeço da Fonte;VALE FORMOSO E ALDEIA DO SOUTO
Rua Cabo do Mundo;VALE FORMOSO E ALDEIA DO SOUTO
Rua Carvalho Araújo;VALE FORMOSO E ALDEIA DO SOUTO
Rua Combatente Ludgero Carapito Gomes;VALE FORMOSO E ALDEIA DO SOUTO
Rua Corte Nova;VALE FORMOSO E ALDEIA DO SOUTO
Rua Doutor José Alberto Mateus Marques;VALE FORMOSO E ALDEIA DO SOUTO
Rua Escola;VALE FORMOSO E ALDEIA DO SOUTO
Rua Fonte Velha;VALE FORMOSO E ALDEIA DO SOUTO
Rua Guerra Junqueiro;VALE FORMOSO E ALDEIA DO SOUTO
Rua Iró;VALE FORMOSO E ALDEIA DO SOUTO
Rua Laranjeira;VALE FORMOSO E ALDEIA DO SOUTO
Rua Manuel Conde;VALE FORMOSO E ALDEIA DO SOUTO
Rua Outeiro;VALE FORMOSO E ALDEIA DO SOUTO
Rua Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
Rua São Sebastião;VALE FORMOSO E ALDEIA DO SOUTO
Rua Sítio das Regadas;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Cotovia;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Madalena;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Pouca Farinha;VALE FORMOSO E ALDEIA DO SOUTO
Rua da Urbanização;VALE FORMOSO E ALDEIA DO SOUTO
Rua das Fontainhas;VALE FORMOSO E ALDEIA DO SOUTO
Rua das Quatro Quinas;VALE FORMOSO E ALDEIA DO SOUTO
Rua de Santa Ana;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Cabeço Pelado;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Forno;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Quebra Costas;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Relógio;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Rossio;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Sardeiral;VALE FORMOSO E ALDEIA DO SOUTO
Rua do Tronco;VALE FORMOSO E ALDEIA DO SOUTO
Rua dos Depósitos da Água;VALE FORMOSO E ALDEIA DO SOUTO
Rua dos Tanques;VALE FORMOSO E ALDEIA DO SOUTO
Transversal da Travessa de Santa Ana;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Corte Nova;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Laranjeira;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Manuel Conde;VALE FORMOSO E ALDEIA DO SOUTO
Travessa Outeiro;VALE FORMOSO E ALDEIA DO SOUTO
Travessa da Pouca Farinha;VALE FORMOSO E ALDEIA DO SOUTO
Travessa de Santa Ana;VALE FORMOSO E ALDEIA DO SOUTO
Travessa do Pinheiro;VALE FORMOSO E ALDEIA DO SOUTO
Travessa do Sardeiral;VALE FORMOSO E ALDEIA DO SOUTO
Rua Direita;VERDELHOS
Rua Direita da Burralheira;VERDELHOS
Travessa da Rua Direita;VERDELHOS
