source,platform_id,title,link,url,created_at,text,metrics,comments
news,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQaVAxSnZFeUNJZ3FBZkNtcUhhbGpGZ0phVHNPaWU4WkVMMUxTa1kzdEMtZzYxWTk0WGdYbUNHV0FEcVRfazcydmw1TFNCaTJDdm9FWURoOGZBR0NYSnI4TXRFOE5xeWU5N3d0X2pTd3FHU056cHc5aEgxR3J3X1JYd1MtdXVfTU1Ic0xiVl9EWXozalBzZ3B6d3VjcnZwaE5KWGtYU3ZFdUZlTENEWlRqbXFfdUo5bGZNelNVTnlfMFkxX1N3WUlROWozVTR1REthRndSaGpzVV84NGc?oc=5,"Nova loja hôma chega à Covilhã com investimento de 1,5 milhões de euros - MSN",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQaVAxSnZFeUNJZ3FBZkNtcUhhbGpGZ0phVHNPaWU4WkVMMUxTa1kzdEMtZzYxWTk0WGdYbUNHV0FEcVRfazcydmw1TFNCaTJDdm9FWURoOGZBR0NYSnI4TXRFOE5xeWU5N3d0X2pTd3FHU056cHc5aEgxR3J3X1JYd1MtdXVfTU1Ic0xiVl9EWXozalBzZ3B6d3VjcnZwaE5KWGtYU3ZFdUZlTENEWlRqbXFfdUo5bGZNelNVTnlfMFkxX1N3WUlROWozVTR1REthRndSaGpzVV84NGc?oc=5,https://www.msn.com/pt-pt/noticias/other/nova-loja-h%C3%B4ma-chega-%C3%A0-covilh%C3%A3-com-investimento-de-15-milh%C3%B5es-de-euros/ar-AA24hlGo,"Sun, 31 May 2026 19:01:54 GMT",,{},[]
news,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOWklpYll4Q05YS2lqREVaR1VJWk9rUDlYNkUtZHpfeE1RcjJ1MXcweE5XUmVWQUZjWmdJY19VaENPdjZ0UVVNeWhrUkVnLWVveUFoZ3NENFlBRDFYeURXbEJzOHpUXzJTX3pPYXAyNmloQW93bjZmUDFHR1hrZzYtQWJlY1U2R3ZiU1RuTUtyMzU4ZjFoUDVOSUJqRDJ4Mmxtc1pWbmpUd0pPQ2lVTjJJT2tZU0psY1lMRm9RSVVKLWU?oc=5,PROENÇA-A-NOVA: Ginástica Sénior participa na 4.ª edição da Covilhã Desportiva - SAPO,https://news.google.com/rss/articles/CBMiwAFBVV95cUxOWklpYll4Q05YS2lqREVaR1VJWk9rUDlYNkUtZHpfeE1RcjJ1MXcweE5XUmVWQUZjWmdJY19VaENPdjZ0UVVNeWhrUkVnLWVveUFoZ3NENFlBRDFYeURXbEJzOHpUXzJTX3pPYXAyNmloQW93bjZmUDFHR1hrZzYtQWJlY1U2R3ZiU1RuTUtyMzU4ZjFoUDVOSUJqRDJ4Mmxtc1pWbmpUd0pPQ2lVTjJJT2tZU0psY1lMRm9RSVVKLWU?oc=5,https://sapo.pt/artigo/proenca-a-nova-ginastica-senior-participa-na-4-edicao-da-covilha-desportiva-6a1c81c5cd43b947e56399f5,"Sun, 31 May 2026 18:43:27 GMT","A Ginástica Sénior de Proença-a-Nova participou na 4.ª edição da iniciativa Covilhã Desportiva, promovida pelo Município da Covilhã, num passeio convívio que reuniu os alunos do programa sénior do concelho.

Após a recolha dos 162 participantes pelas várias localidades, o grupo seguiu para a Serra da Estrela, onde realizou um pequeno percurso pedestre na zona dos Piornos, com passagem pelo miradouro local e oportunidade de observar a paisagem envolvente, incluindo a Torre ainda com vestígios de neve. Seguiu se um momento de partilha conduzido por técnicos do Município da Covilhã, dedicado à evolução geológica e ambiental da Serra da Estrela.

Posteriormente, o grupo deslocou se ao Pavilhão da ANIL, onde decorreu o almoço convívio, acompanhado por atuações musicais e por uma aula de Ginástica Sénior dinamizada pelos professores locais. A sessão protocolar destacou a importância da atividade física para os cerca de 600 participantes presentes.

Para além dos professores, acompanhou também a atividade o responsável pela Unidade Móvel de Saúde do Município, garantindo apoio em caso de necessidade e reforçando o sentimento de segurança dos participantes, à semelhança do que acontece noutras iniciativas realizadas em conjunto com este setor municipal.

O encontro terminou com uma animada tarde de dança, marcada pelo convívio e pela boa disposição. A participação foi possível graças ao apoio do Município de Proença-a-Nova, da União de Freguesias de Proença-a-Nova e Peral, da União de Freguesias de Sobreira Formosa e Alvito da Beira, da Junta de Freguesia de Montes da Senhora e da Junta de Freguesia de São Pedro do Esteval, que asseguraram o transporte dos participantes.",{},[]
news,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPa05zdEd0LURENGNTY2RYX2tpRl9kZ1VEZlFqNzI0YzlIWENOMVJGYlRscEtiSFFwZzl3Z1Q1WWR4amZrMDF0ZXk4cktTNWFYc0FLaV9QQlRMQ0RDb2dTT2l6dkRGek1fcllnWGxBWFh1amdVc2xrcEdGWWh6c2NLZElIWF9NSzRPWkwxYThMd3VDSElPa2poYUY5MmotV3lHSkR6akRCWE1vaHR6YnRyNFY1V1U3aTBCVFFDQzg1VW1SWDl2SDk5Y3Jvam8zWTJWbGhKckVNTlUwcVFQdWFxTWNRVm9lUQ?oc=5,COVILHÃ: Apresentação do romance “Cemitério de Pardais” de João Morgado no Salão Nobre da Câmara Municipal - SAPO,https://news.google.com/rss/articles/CBMi5gFBVV95cUxPa05zdEd0LURENGNTY2RYX2tpRl9kZ1VEZlFqNzI0YzlIWENOMVJGYlRscEtiSFFwZzl3Z1Q1WWR4amZrMDF0ZXk4cktTNWFYc0FLaV9QQlRMQ0RDb2dTT2l6dkRGek1fcllnWGxBWFh1amdVc2xrcEdGWWh6c2NLZElIWF9NSzRPWkwxYThMd3VDSElPa2poYUY5MmotV3lHSkR6akRCWE1vaHR6YnRyNFY1V1U3aTBCVFFDQzg1VW1SWDl2SDk5Y3Jvam8zWTJWbGhKckVNTlUwcVFQdWFxTWNRVm9lUQ?oc=5,https://sapo.pt/artigo/covilha-apresentacao-do-romance-cemiterio-de-pardais-de-joao-morgado-no-salao-nobre-da-camara-municipal-6a1c7ebc35f7c0a262046603,"Sun, 31 May 2026 18:30:40 GMT","A obra, distinguida com o Prémio Literário Santos Stockler, será apresentada num encontro que contará com a presença do Presidente da Câmara, Hélio Fazendeiro, e da Vereadora da Cultura, Regina Gouveia, reforçando a ligação entre a criação literária e o território.

O programa contempla a apresentação do autor por Nélson Silva, Presidente da Mutualista da Covilhã, seguindo-se a apresentação da obra por António Neto Freire, Provedor da Santa Casa da Misericórdia da Covilhã, Jorge Luiz dos Santos, Investigador da Faculdade de Ciências da Saúde da Universidade da Beira Interior (UBI), e Maria da Assunção Vaz Patto, Presidente da Faculdade de Ciências da Saúde da UBI, bem como um momento de declamação com caráter performativo, por Sérgio Novo | ASTA.

“Cemitério de Pardais” marca o regresso de João Morgado à ficção, explorando temas como a memória, a solidão, a velhice e as relações humanas, num registo marcado pela introspeção e pela densidade emocional. A sessão é aberta ao público.",{},[]
news,https://news.google.com/rss/articles/CBMixgFBVV95cUxOZjRDQm95a201X3ZNUkFmUDRtTVRZVDdoazZoR3dNbmNNZEtKdUU2RDMwcXB0Q0xCYzJKOWN3TDlRYlc5UjMycXdwRFg4cXZDdFJHUWZmZmdfa2FrUkk0U3BSWXAtbC1oRkxuaVdQdzFDTXYycV80UFFqOUFBeEZ1cWczYjBDMHFKc3JhTnM2NEItVUhXNDBnWjl5cXRBNFpvNFhDeVNkSTU2Q091UlBDMGdjN01OX2tua3pzbG0zZU16SHRkZXc?oc=5,"Taekwondo Clube do Dão conquistou 23 medalhas na Covilhã, este sábado - Dão Digital",https://news.google.com/rss/articles/CBMixgFBVV95cUxOZjRDQm95a201X3ZNUkFmUDRtTVRZVDdoazZoR3dNbmNNZEtKdUU2RDMwcXB0Q0xCYzJKOWN3TDlRYlc5UjMycXdwRFg4cXZDdFJHUWZmZmdfa2FrUkk0U3BSWXAtbC1oRkxuaVdQdzFDTXYycV80UFFqOUFBeEZ1cWczYjBDMHFKc3JhTnM2NEItVUhXNDBnWjl5cXRBNFpvNFhDeVNkSTU2Q091UlBDMGdjN01OX2tua3pzbG0zZU16SHRkZXc?oc=5,"https://daodigital.pt/noticia.php?Taekwondo_Clube_do_D%C3%A3o_conquistou_23_medalhas_na_Covilh%C3%A3,_este_s%C3%A1bado&id=13171","Sun, 31 May 2026 14:09:47 GMT","Quando falamos do direito das crianças ao desporto, não estamos apenas a falar de atividade física, competição ou rendimento. Estamos a falar de infância. De liberdade. De crescimento. De felicidade.

O desporto deve ser um espaço onde a criança descobre quem é, e não um lugar onde lhe dizem constantemente quem tem de ser.

Hoje, continuamos a assistir a demasiadas infâncias vividas em modo de pressão. Crianças tratadas como projetos de sucesso. Pequenos atletas transformados em miniadultos antes do tempo. Jogos onde o resultado pesa mais do que o sorriso. Bancadas onde se grita mais do que se educa. Ambientes onde a ansiedade dos adultos invade a alegria natural de brincar.

Mas uma criança não nasceu para carregar os sonhos falhados dos adultos. Nasceu para construir os seus próprios sonhos.

Nem todas as crianças querem competir da mesma forma. Nem todas vivem o desporto com a mesma intensidade. E isso não é um problema. É humanidade. Há crianças apaixonadas pela competição, outras pela amizade, outras simplesmente pelo prazer de jogar. O erro está em exigir que todas sintam, reajam e sonhem da mesma maneira.

Educar pelo desporto exige sensibilidade. Exige perceber que formar uma criança é muito mais importante do que formar um campeão.

O verdadeiro sucesso não está apenas nas medalhas, nas convocatórias ou nos contratos futuros. Está na criança que cresce confiante, autónoma, resiliente e feliz. Está na que aprende a respeitar, a cooperar, a lidar com a derrota e a acreditar em si própria.

Também os adultos precisam de reaprender o seu papel. Pais, treinadores e dirigentes não podem viver o desporto infantil como um palco de ego, frustração ou vaidade. A presença dos pais deve ser porto seguro, nunca fonte de medo ou pressão. O treinador deve ensinar muito mais do que tática. Deve ensinar humanidade. E os clubes devem lembrar-se de que trabalham com crianças antes de trabalharem com atletas.

A especialização precoce, a obsessão pelo rendimento e os calendários competitivos desajustados continuam a roubar espontaneidade a muitas infâncias. Há crianças cansadas antes do tempo. Desmotivadas antes de crescer. E algumas abandonam o desporto não porque deixaram de gostar, mas porque deixaram de conseguir respirar dentro dele.

Precisamos de devolver o jogo às crianças.

Precisamos de lhes devolver o direito de errar sem medo.

O direito de brincar sem pressão.

O direito de escolher.

O direito de crescer ao seu ritmo.

O direito de serem apenas crianças.

Porque o desporto só cumpre verdadeiramente a sua missão quando ajuda uma criança a crescer inteira — e não apenas competitiva.

Neste Dia Mundial da Criança, que nunca nos esqueçamos disto: antes de formar atletas, devemos proteger infâncias.

E talvez a maior vitória de todas seja esta:

uma criança continuar a amar o desporto muitos anos depois de o ter conhecido.

Feliz Dia Mundial da Criança



Vitor Santos

Embaixador do Plano Nacional de Ética no Desporto",{},[]
news,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPQmc5UzNRTi1TeXJfdDdCYkRZM09EUmtQeU00RFhkRHZZV1hRcFA0VXhRd29pMF9jX0NZLUp3WkQtX1FEalNHWl9Cd21yOWVxYkpRUU5XWGw1dVpBVUZYZzdKMGpsLTJkc3ZVRUFDU1VLeDl0TUNmazhxejRyQlE4a3QzZUFzSGZXdmxkN1dVcFl2aXlQRTdVTHdhZHBicjdYVTFCeXNSM2k?oc=5,Covilhã recebe primeira edição do festival URBANA a 3 de junho - Rádio Clube da Covilhã,https://news.google.com/rss/articles/CBMiqAFBVV95cUxPQmc5UzNRTi1TeXJfdDdCYkRZM09EUmtQeU00RFhkRHZZV1hRcFA0VXhRd29pMF9jX0NZLUp3WkQtX1FEalNHWl9Cd21yOWVxYkpRUU5XWGw1dVpBVUZYZzdKMGpsLTJkc3ZVRUFDU1VLeDl0TUNmazhxejRyQlE4a3QzZUFzSGZXdmxkN1dVcFl2aXlQRTdVTHdhZHBicjdYVTFCeXNSM2k?oc=5,https://radio-covilha.pt/2026/05/noticias/covilha-recebe-primeira-edicao-do-festival-urbana-a-3-de-junho/,"Sun, 31 May 2026 13:00:00 GMT","A cidade da Covilhã vai receber, no próximo dia 3 de junho, a primeira edição do URBANA – Urban Experience, um novo festival dedicado à música eletrónica, artes visuais e cultura digital, que promete ocupar vários espaços do Centro Histórico ao longo de 12 horas de programação.

Com início marcado para as 18h00 e encerramento às 06h00, o evento terá atividades distribuídas entre o Terraço do Teatro Municipal da Covilhã (TMC~), ruas do Centro Histórico e a Companhia Club, combinando atuações musicais, cinema, desporto e experiências artísticas.

O cartaz é liderado pelo DJ e produtor brasileiro Gui Boratto, uma referência internacional da música eletrónica, e inclui ainda atuações de GPU Panic, DJ Overule e Sollu, além de artistas locais ainda por anunciar.

A programação arranca com iniciativas como uma corrida comunitária pelo Centro Histórico e um workshop de skate, culminando num sunset no Terraço do TMC~, onde decorrerão instalações de media art e uma atuação de GPU Panic. O festival inclui também a exibição do documentário Paraíso, de Daniel Mota, sobre a cultura rave em Portugal, em parceria com a CISMA CineClube.

A noite prossegue depois na Companhia Club, onde decorrerão os principais momentos musicais, incluindo atuações dos vencedores do Open Call DJ Contest, promovido em colaboração com a associação CRIA.

Segundo a organização, o URBANA pretende afirmar-se como um festival de cultura urbana com uma forte ligação ao território e ao património da Covilhã, promovendo a interação entre artistas, comunidade e público.

Os bilhetes já estão disponíveis através da plataforma Shotgun. Mais informações podem ser consultadas no website oficial do festival: URBANA – Urban Experience.",{},[]
news,https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUE5MMl9BOVVRb1BCMWdiQ2lkbUZYZ0RwZDFZSnpEUHBGUWR6M0FmV1duai1ZaW4zQVBGQnQxVjloUDByNmhEbVR1Nzk1b1ZPV09kcXBCc29EbVlheXU5Zkk0VTNaaEwwbVhNSktRc1d4cERnZk5aYnBCUDZMR0ZrYzRQbHB5VVk5NDZoaWVqZExCOGNXUnh3cmUwcTJoVE1sX0Q5dl80YkQ5eF95ZEZDUU05QndaVkdxeWZqdDUtZ3ozVnF4RnhtemFWeFVLZ2p3MFE?oc=5,"Padarias de Gouveia, Covilhã, Espinho, Cascais e Leiria vencem concurso “O Melhor Pão de Portugal” em Seia - Seia Digital",https://news.google.com/rss/articles/CBMi0gFBVV95cUxPUE5MMl9BOVVRb1BCMWdiQ2lkbUZYZ0RwZDFZSnpEUHBGUWR6M0FmV1duai1ZaW4zQVBGQnQxVjloUDByNmhEbVR1Nzk1b1ZPV09kcXBCc29EbVlheXU5Zkk0VTNaaEwwbVhNSktRc1d4cERnZk5aYnBCUDZMR0ZrYzRQbHB5VVk5NDZoaWVqZExCOGNXUnh3cmUwcTJoVE1sX0Q5dl80YkQ5eF95ZEZDUU05QndaVkdxeWZqdDUtZ3ozVnF4RnhtemFWeFVLZ2p3MFE?oc=5,https://seiadigital.pt/2026/05/31/padarias-de-gouveia-covilha-espinho-cascais-e-leiria-vencem-concurso-o-melhor-pao-de-portugal-em-seia/,"Sun, 31 May 2026 08:07:47 GMT","Publicidade

A segunda edição do concurso nacional “O Melhor Pão de Portugal” distinguiu este sábado, em Seia, os melhores produtores nacionais de pão em cinco categorias, numa iniciativa promovida pela ACIP – Associação do Comércio e da Indústria de Panificação, Pastelaria e Similares, em parceria com o Museu do Pão.

O evento reuniu profissionais de todo o país e teve como palco o Museu do Pão, onde os produtos foram avaliados em prova cega por um júri especializado constituído por 26 especialistas, tendo em conta critérios como sabor, textura, aroma, aspeto, respeito pelas técnicas tradicionais e capacidade de inovação. Ao todo, foram submetidos a concurso 151 pães, distribuídos pelas categorias de Inovação, Sementes, Centeio, Broa e Trigo.

Na categoria Inovação, o primeiro prémio foi atribuído à Padaria Dias, da Covilhã, que repete o triunfo alcançado na edição de 2025. O segundo lugar coube à Rustica Bakery and Brunch, de Viseu, seguindo-se a Padaria Guetim 2, de Espinho.

Na categoria Sementes, venceu a Crust, de Cascais, seguida da Fariña, de Leça do Balio, e da M. Ferreira & Filhos – Pão de Gimonde, de Bragança, que volta a subir ao pódio depois da medalha de bronze conquistada no ano passado.

Na categoria Centeio, o prémio principal foi para a Padaria Guetim 2, de Espinho. A Padaria Dias, da Covilhã, vencedora desta categoria em 2025, ficou em segundo lugar, enquanto a Padaria Pitões, de Montalegre, conquistou a terceira posição.

A melhor Broa de Portugal foi produzida pela Brisanorte, de Leiria. O segundo lugar foi atribuído à Braspordoce, de Tábua, e o terceiro à Padaria e Pastelaria Dairas, de Vale de Cambra.

Já na categoria Trigo, a vencedora foi a Padaria Tradicional de Rio Torto, do concelho de Gouveia. O segundo lugar coube à Padaria Guetim 2, de Espinho, e o terceiro à Pastelaria Vida Nova, de Ourém.

A cerimónia de entrega dos prémios foi conduzida pela apresentadora Fátima Lopes e por um representante da ACIP, que destacaram a elevada qualidade dos participantes e a exigência da avaliação realizada pelo júri.

“Foi um concurso muito renhido, com votações muito próximas umas das outras e, na final, ainda mais próximas. Temos aqui os melhores pães de Portugal neste momento”, afirmou o representante da ACIP, agradecendo a participação dos profissionais do setor e o contributo do Museu do Pão para o sucesso da iniciativa.

“Olhar para estas mesas e para o trabalho que aqui vimos é ter o maior orgulho nos profissionais que temos neste setor em Portugal”, salientou Fátima Lopes durante a cerimónia de entrega dos prémios.

Segundo a organização, o concurso pretende promover a qualidade do pão português, valorizar o conhecimento dos profissionais da panificação e incentivar a inovação num setor profundamente ligado à tradição e à identidade gastronómica nacional.

A segunda edição do concurso confirmou o crescente reconhecimento da iniciativa, que voltou a reunir dezenas de produtores e especialistas em Seia, reforçando o papel do Museu do Pão como espaço de promoção e valorização da panificação portuguesa.",{},[]
news,https://news.google.com/rss/articles/CBMimgJBVV95cUxQOWJGSXJHcXB4OUY3VE5ISEd4aVR4MjhSeks4SFJYN0l1U1FUbVRTOHhxTFduSlJ5ZUIwVjBuYlo1QVFuU0puZi1Dbjd6OHdkTnFERmVycXRCcmJVTFktck1uZEczRG1ZSjNucVNkS00zak53b1hJc1hHTG10elBuLTNCZHF0N0ltX05SVEhmd1RyZFRGdGFQUzY1d2piYklINHRiakR5b3NJN2tOMHN4c1R5aF95UjloX3NVcmgtZlpZbUhuYmdGNE5tWF9aOWVGWFZ3dzRjZFZIbGo0andPc3VQVTdObGkyY1hUaEpORTU0ZUlWX2QxR2xmdWlMNnRtVTN4dEd1VEFwd25tdlZVb3FjY3BqRXNFSkE?oc=5,Covilhã: Escola Secundária Campos Melo apresenta publicamente projeto de gestão sustentável de resíduos distinguido pela Assistência Médica Internacional - Agência Incomparáveis,https://news.google.com/rss/articles/CBMimgJBVV95cUxQOWJGSXJHcXB4OUY3VE5ISEd4aVR4MjhSeks4SFJYN0l1U1FUbVRTOHhxTFduSlJ5ZUIwVjBuYlo1QVFuU0puZi1Dbjd6OHdkTnFERmVycXRCcmJVTFktck1uZEczRG1ZSjNucVNkS00zak53b1hJc1hHTG10elBuLTNCZHF0N0ltX05SVEhmd1RyZFRGdGFQUzY1d2piYklINHRiakR5b3NJN2tOMHN4c1R5aF95UjloX3NVcmgtZlpZbUhuYmdGNE5tWF9aOWVGWFZ3dzRjZFZIbGo0andPc3VQVTdObGkyY1hUaEpORTU0ZUlWX2QxR2xmdWlMNnRtVTN4dEd1VEFwd25tdlZVb3FjY3BqRXNFSkE?oc=5,https://www.agenciaincomparaveis.com/covilha-escola-secundaria-campos-melo-apresenta-publicamente-projeto-de-gestao-sustentavel-de-residuos-distinguido-pela-assistencia-medica-internacional/,"Sat, 30 May 2026 19:51:54 GMT","Após ter sido uma das cinco escolas vencedoras da iniciativa “Linka-te aos Outros”, a Escola Secundária Campos Melo, na Covilhã, promove uma sessão pública de apresentação do projeto “A Gestão Sustentável dos Resíduos na ESCM”, iniciativa que pretende divulgar o trabalho desenvolvido ao longo do ano letivo, os resultados alcançados e o impacto ambiental e social das ações implementadas junto da comunidade escolar

- Publicidade -

A Escola Secundária Campos Melo (ESCM), na cidade portuguesa da Covilhã, promove, no próximo dia 1 de junho, às 18h00, no auditório da instituição, a apresentação pública do projeto “A Gestão Sustentável dos Resíduos na ESCM”, uma iniciativa integrada no programa “Linka-te aos Outros”, promovido pela Assistência Médica Internacional (AMI), depois de a escola ter sido distinguida como uma das cinco vencedoras da edição referente ao ano letivo 2025/2026.

A sessão, que será conduzida pela representação da Associação de Estudantes e pelo programa Eco-Escolas da ESCM, representados por Diana Dias e Daniel Oliveira, tem como principal objetivo dar a conhecer à comunidade educativa e aos parceiros envolvidos o trabalho desenvolvido ao longo da implementação do projeto, incluindo as atividades realizadas, as ações de sensibilização promovidas e os resultados obtidos no âmbito da gestão sustentável de resíduos e da educação ambiental.

A iniciativa resulta do trabalho conjunto da Associação de Estudantes e do programa Eco-Escolas da Escola Secundária Campos Melo, envolvendo alunos, docentes, parceiros locais e entidades colaboradoras ao longo de todo o processo de candidatura e execução do projeto.

Segundo a organização, o projeto foi desenvolvido numa perspetiva de responsabilidade ambiental, compromisso social e concretização de objetivos ligados à sustentabilidade e à participação ativa da comunidade escolar.

A sessão pública pretende também funcionar como um momento de partilha, reflexão e valorização das práticas ambientais desenvolvidas pela escola, reforçando a continuidade futura do projeto e a sensibilização da comunidade para questões ligadas à sustentabilidade e à gestão responsável de resíduos.

No convite dirigido aos participantes e parceiros, a organização destaca a importância da colaboração prestada durante a fase de candidatura, entre novembro e dezembro de 2025, bem como o apoio dado na implementação das ações relacionadas com a recolha e receção de resíduos. ■",{},[]
news,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNeGhqeWw5VkhxSnNnVUpRRFUzcS1pMDJHdmM0TjA4M0kxWUVSRmE3NGdGNm5UV3lLNjlkcE1iVU9nallHQldKMjljZnFYMEkyYlFhdmMyLTZNdDNCWmpjUzdYck8wbHRNYk5WRGdlaHptMWNSM1YtQ1kyUFhOd09wUlVrVlJYVncxajd1QlNfYUh2R2pyTDVaOEpYQWhTVFladWJyd0hNbEVkMUU5ajA2VlZjaTViaXFqMXlfa2hBR2ZlWDRvQnEwcm5OZThFOWZLREs1WGhn?oc=5,COVILHÃ: Rampa Serra da Estrela/Covilhã Conta com 66 Pilotos Inscritos para a Edição de 2026 - SAPO,https://news.google.com/rss/articles/CBMi1gFBVV95cUxNeGhqeWw5VkhxSnNnVUpRRFUzcS1pMDJHdmM0TjA4M0kxWUVSRmE3NGdGNm5UV3lLNjlkcE1iVU9nallHQldKMjljZnFYMEkyYlFhdmMyLTZNdDNCWmpjUzdYck8wbHRNYk5WRGdlaHptMWNSM1YtQ1kyUFhOd09wUlVrVlJYVncxajd1QlNfYUh2R2pyTDVaOEpYQWhTVFladWJyd0hNbEVkMUU5ajA2VlZjaTViaXFqMXlfa2hBR2ZlWDRvQnEwcm5OZThFOWZLREs1WGhn?oc=5,https://sapo.pt/artigo/covilha-rampa-serra-da-estrela-covilha-conta-com-66-pilotos-inscritos-para-a-edicao-de-2026-6a1b275414f3d731cf4d612e,"Sat, 30 May 2026 18:04:57 GMT","Já é oficial a lista de inscritos para a edição de 2026 da Rampa Serra da Estrela/Covilhã, uma das provas mais emblemáticas integradas no Campeonato de Portugal de Montanha JC Group Racing. Este ano, a competição vai contar com um total de 66 pilotos a acelerar rumo ao topo, prometendo trazer muita adrenalina e competitividade às estradas de altitude.

O evento, que tem como cenário e palco natural as paisagens da Serra da Estrela, é organizado pelo CAMI Motorsport e conta com o apoio institucional do Município da Covilhã e da Federação Portuguesa de Automobilismo e Karting (FPAK), beneficiando ainda da estreita colaboração da APPAM (Associação Portuguesa dos Pilotos de Automóveis de Montanha).",{},[]
news,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNV3pJdUNwbVYwWDJVTkYyQS1odEZHYnFXT25sZjhKckN1cWJURW1yNDZxeXEtUUVlcFk0bGhmMWhqczdleGJzazQ1LUlNMi01c05hVV9yb3dMX1pjRkx4ZFJyLXJ4THpCNGkxZUFOVF9fVlM0VmJiTWdtUXBPc3ZQR21PVG1lSXQwUkVicUhLdHg4Unk1b2dLZTRYY2NaT0xLVFNWczg4b1loS3VEWmlGUHpvQVQ2WDR5YmFrTXdPRFk5UTZ5OVc4VXFuaHNOeXh6c2s4WTlVUzBGbTQ?oc=5,COVILHÃ: Rampa Serra da Estrela/Covilhã Conta com 66 Pilotos Inscritos para a Edição de 2026 - SAPO,https://news.google.com/rss/articles/CBMi2wFBVV95cUxNV3pJdUNwbVYwWDJVTkYyQS1odEZHYnFXT25sZjhKckN1cWJURW1yNDZxeXEtUUVlcFk0bGhmMWhqczdleGJzazQ1LUlNMi01c05hVV9yb3dMX1pjRkx4ZFJyLXJ4THpCNGkxZUFOVF9fVlM0VmJiTWdtUXBPc3ZQR21PVG1lSXQwUkVicUhLdHg4Unk1b2dLZTRYY2NaT0xLVFNWczg4b1loS3VEWmlGUHpvQVQ2WDR5YmFrTXdPRFk5UTZ5OVc4VXFuaHNOeXh6c2s4WTlVUzBGbTQ?oc=5,https://mag.sapo.pt/artigo/covilha-rampa-serra-da-estrela-covilha-conta-com-66-pilotos-inscritos-para-a-edicao-de-2026-6a1b275414f3d731cf4d612e,"Sat, 30 May 2026 18:04:57 GMT","Já é oficial a lista de inscritos para a edição de 2026 da Rampa Serra da Estrela/Covilhã, uma das provas mais emblemáticas integradas no Campeonato de Portugal de Montanha JC Group Racing. Este ano, a competição vai contar com um total de 66 pilotos a acelerar rumo ao topo, prometendo trazer muita adrenalina e competitividade às estradas de altitude.

O evento, que tem como cenário e palco natural as paisagens da Serra da Estrela, é organizado pelo CAMI Motorsport e conta com o apoio institucional do Município da Covilhã e da Federação Portuguesa de Automobilismo e Karting (FPAK), beneficiando ainda da estreita colaboração da APPAM (Associação Portuguesa dos Pilotos de Automóveis de Montanha).",{},[]
news,https://news.google.com/rss/articles/CBMizAFBVV95cUxNajdISTA3dFJJS29sUE9LVkJwTG5VTVJqNk1CbGlpOE84RGRxdTRralVyN1VSMEZKcTlBVVliV1RiUFpBd1c1NXIyQnBYbkkxYURxeEk2djB0eTI5VEVZU0tBdy1Ma0Y3V3FVRm9USDYtZTJnakJCaWVZYzN0U3MyS2V6dDdfb2hnQzRjQlkxb1VYbDlibFhZMEJFSzlMRUphejZkZi1FWFlCYUFxM05tLXA2LVJhOENqbkJBUmhmeDhiSV9aV2o3RWtRQnI?oc=5,Abertas inscrições para Concurso Internacional de Jovens Talentos de Sopros e Percussão na Covilhã - Jornal o Interior,https://news.google.com/rss/articles/CBMizAFBVV95cUxNajdISTA3dFJJS29sUE9LVkJwTG5VTVJqNk1CbGlpOE84RGRxdTRralVyN1VSMEZKcTlBVVliV1RiUFpBd1c1NXIyQnBYbkkxYURxeEk2djB0eTI5VEVZU0tBdy1Ma0Y3V3FVRm9USDYtZTJnakJCaWVZYzN0U3MyS2V6dDdfb2hnQzRjQlkxb1VYbDlibFhZMEJFSzlMRUphejZkZi1FWFlCYUFxM05tLXA2LVJhOENqbkJBUmhmeDhiSV9aV2o3RWtRQnI?oc=5,https://www.ointerior.pt/cultura/abertas-inscricoes-para-concurso-internacional-de-jovens-talentos-de-sopros-e-percussao-na-covilha/,"Sat, 30 May 2026 12:06:08 GMT","A Banda da Covilhã já tem a decorrer a fase de candidaturas à 6ª edição do Concurso Internacional de Jovens Talentos de Sopros e Percussão, uma iniciativa dedicada à promoção e valorização de jovens músicos.

O desafio pretende destacar e apoiar jovens talentos, mas também reconhecer a importância das bandas filarmónicas enquanto «verdadeiras escolas de música, cultura e valores para tantos jovens». As candidaturas decorrem até 7 de julho e os resultados serão divulgados a 17 de julho. Além dos prémios atribuídos, os primeiros classificados das categorias infantil e juvenil vão subir ao palco e atuar a solo com a Banda da Covilhã, num concerto a realizar na Covilhã. Mais informações através do email bandadacovilha.cijt@gmail.com, do telefone 960 119 969 ou nas redes sociais oficiais, onde será disponibilizado o link de inscrição e o respetivo regulamento do concurso.",{},[]
